record_id,site,season,block,plot,crop,management_system,rainfall_mm,soil_moisture_pct,mulch_coverage_pct,irrigation_events,nitrogen_kg_ha,yield_t_ha,water_use_efficiency_kg_m3,weather_station_serial_digit,gross_revenue_usd_ha
CSA-0203,Coast-dry,2025-26,1,3,sweetpotato,improved,91.1,23.0,47.2,9.8,128.9,35.22,80,8447,10440.03
CSA-0204,Coast-dry,2025-26,1,4,potato,improved,44.8,23.8,76.3,11.3,103.1,38.22,80,5540,11524.21
CSA-0205,Coast-dry,2025-26,1,5,sweetpotato,improved,98.4,22.3,43.1,10.3,94.9,36.58,80,4253,10649.72
CSA-0206,Coast-dry,2025-26,1,6,potato,improved,83.4,16.7,58.8,9.7,112.1,34.55,80,2799,10980.49
CSA-0207,Coast-dry,2025-26,1,7,sweetpotato,improved,96.9,18.8,78.8,9.8,111.6,36.87,80,2034,9423.58
CSA-0208,Coast-dry,2025-26,1,8,potato,improved,146.4,15.3,63.3,11.1,126.4,36.72,80,9626,9821.22
CSA-0209,Coast-dry,2025-26,1,9,sweetpotato,improved,91.6,12.7,71.1,11.1,109.1,34.56,80,4542,9281.55
CSA-0210,Coast-dry,2025-26,1,10,potato,improved,45.6,24.5,37.4,11.7,83.8,37.45,80,8034,10729.51
CSA-0211,Coast-dry,2025-26,2,1,sweetpotato,farmer-practice,56.5,20.0,37.9,12.2,78.8,32.2,80,2547,8416.21
CSA-0212,Coast-dry,2025-26,2,2,potato,farmer-practice,127.0,22.3,46.8,12.3,82.0,37.09,80,8283,11643.94
CSA-0213,Coast-dry,2025-26,2,3,sweetpotato,farmer-practice,59.9,15.7,36.4,7.4,94.1,32.14,80,2471,9879.91
CSA-0214,Coast-dry,2025-26,2,4,potato,farmer-practice,22.4,19.4,54.4,11.0,111.4,36.83,80,4526,10835.3
CSA-0215,Coast-dry,2025-26,2,5,sweetpotato,farmer-practice,46.5,21.8,49.2,11.4,160.4,36.24,80,2769,9880.17
CSA-0216,Coast-dry,2025-26,2,6,potato,farmer-practice,80.8,28.4,52.8,10.6,83.1,43.25,80,4220,13026.41
CSA-0217,Coast-dry,2025-26,2,7,sweetpotato,farmer-practice,41.2,19.5,58.7,11.3,66.0,40.15,80,1073,11076.55
CSA-0218,Coast-dry,2025-26,2,8,potato,farmer-practice,100.8,24.6,16.1,12.2,52.8,35.66,80,9511,10322.24
CSA-0219,Coast-dry,2025-26,2,9,sweetpotato,farmer-practice,77.4,20.6,29.3,14.9,111.8,34.34,80,8533,9878.29
CSA-0220,Coast-dry,2025-26,2,10,potato,farmer-practice,117.5,15.8,75.8,12.3,94.7,34.9,80,6770,10107.57
CSA-0221,Coast-dry,2025-26,3,1,sweetpotato,improved,48.7,28.2,66.5,10.6,144.9,42.43,80,9954,12255.65
CSA-0222,Coast-dry,2025-26,3,2,potato,improved,81.5,33.3,51.3,10.8,88.6,45.38,80,9672,14435.64
CSA-0223,Coast-dry,2025-26,3,3,sweetpotato,improved,49.9,24.4,14.2,9.8,68.0,37.68,80,7769,11387.29
CSA-0224,Coast-dry,2025-26,3,4,potato,improved,22.4,22.9,80.3,11.9,88.9,44.41,80,5446,14499.01
CSA-0225,Coast-dry,2025-26,3,5,sweetpotato,improved,101.6,32.3,47.8,11.5,58.8,46.69,80,1326,14527.49
CSA-0226,Coast-dry,2025-26,3,6,potato,improved,45.4,21.3,93.8,9.3,129.8,42.03,80,1253,10951.72
CSA-0227,Coast-dry,2025-26,3,7,sweetpotato,improved,80.4,23.6,43.5,11.9,121.7,38.94,80,5463,10659.64
CSA-0228,Coast-dry,2025-26,3,8,potato,improved,165.9,25.7,77.8,9.6,78.6,44.82,80,5011,12864.68
CSA-0229,Coast-dry,2025-26,3,9,sweetpotato,improved,102.6,10.8,57.2,9.2,109.7,30.14,80,5101,8507.7
CSA-0230,Coast-dry,2025-26,3,10,potato,improved,87.2,14.5,51.4,12.4,133.0,33.78,80,6847,10210.22
CSA-0231,Coast-dry,2025-26,4,1,sweetpotato,farmer-practice,60.7,21.5,47.9,10.5,73.6,36.0,80,8995,9182.64
CSA-0232,Coast-dry,2025-26,4,2,potato,farmer-practice,84.1,27.7,47.8,10.2,88.5,38.77,80,8971,10274.0
CSA-0233,Coast-dry,2025-26,4,3,sweetpotato,farmer-practice,78.3,28.0,38.5,9.7,99.9,40.8,80,4641,10486.87
CSA-0234,Coast-dry,2025-26,4,4,potato,farmer-practice,129.0,22.4,70.9,11.6,63.9,35.91,80,5226,11035.13
CSA-0235,Coast-dry,2025-26,4,5,sweetpotato,farmer-practice,127.7,25.5,26.7,9.9,108.3,31.46,80,4006,9677.05
CSA-0236,Coast-dry,2025-26,4,6,potato,farmer-practice,77.8,25.3,14.2,11.9,91.0,30.1,80,2496,8304.77
CSA-0237,Coast-dry,2025-26,4,7,sweetpotato,farmer-practice,53.3,28.1,52.2,11.0,82.3,39.25,80,3579,12499.52
CSA-0238,Coast-dry,2025-26,4,8,potato,farmer-practice,78.1,17.4,29.6,10.3,84.7,32.02,80,6434,8699.46
CSA-0239,Coast-dry,2025-26,4,9,sweetpotato,farmer-practice,-24.9,20.2,46.1,9.8,36.1,31.93,80,2934,8840.42
CSA-0240,Coast-dry,2025-26,4,10,potato,farmer-practice,67.8,21.8,57.7,7.3,51.8,36.79,80,2642,10920.18
CSA-0241,Lake-region,2025-26,1,1,sweetpotato,improved,549.1,15.6,8.6,8.3,88.3,24.83,38.91,3791,8010.77
CSA-0242,Lake-region,2025-26,1,2,potato,improved,466.7,22.4,53.3,4.9,92.6,31.37,56.85,9343,9072.12
CSA-0243,Lake-region,2025-26,1,3,sweetpotato,improved,442.7,30.8,28.5,6.2,101.3,39.91,68.21,1193,10764.77
CSA-0244,Lake-region,2025-26,1,4,potato,improved,494.3,18.8,7.0,7.8,81.6,28.11,44.92,3388,7960.03
CSA-0245,Lake-region,2025-26,1,5,sweetpotato,improved,442.9,28.3,76.2,5.3,103.3,35.88,63.66,7273,11827.3
CSA-0246,Lake-region,2025-26,1,6,potato,improved,434.9,24.6,54.8,6.7,54.8,37.2,62.23,4203,11770.48
CSA-0247,Lake-region,2025-26,1,7,sweetpotato,improved,446.2,19.4,0,7.9,81.4,28.88,46.1,1509,9167.01
CSA-0248,Lake-region,2025-26,1,8,potato,improved,427.5,24.6,11.4,7.8,102.4,30.35,48.47,7361,8908.64
CSA-0249,Lake-region,2025-26,1,9,sweetpotato,improved,429.9,16.1,44.9,5.9,68.1,28.09,48.56,2940,9171.44
CSA-0250,Lake-region,2025-26,1,10,potato,improved,486.2,18.8,77.6,6.2,115.2,37.12,63.46,6307,11465.98
CSA-0251,Lake-region,2025-26,2,1,sweetpotato,farmer-practice,465.0,27.5,67.4,8.5,100.2,37.7,58.69,4581,11205.72
CSA-0252,Lake-region,2025-26,2,2,potato,farmer-practice,512.0,24.9,63.0,7.1,43.4,38.91,64.08,4868,12111.91
CSA-0253,Lake-region,2025-26,2,3,sweetpotato,farmer-practice,413.2,23.4,30.7,11.3,65.2,36.18,50.83,2265,9966.73
CSA-0254,Lake-region,2025-26,2,4,potato,farmer-practice,420.1,18.1,26.4,6.1,118.3,31.55,54.19,3994,10307.81
CSA-0255,Lake-region,2025-26,2,5,sweetpotato,farmer-practice,491.8,20.3,41.9,8.3,71.6,33.33,52.24,7008,9719.09
CSA-0256,Lake-region,2025-26,2,6,potato,farmer-practice,431.7,26.8,60.4,5.9,82.8,37.63,65.09,4043,9885.77
CSA-0257,Lake-region,2025-26,2,7,sweetpotato,farmer-practice,464.5,24.9,55.7,6.0,67.6,35.96,61.93,6803,11311.45
CSA-0258,Lake-region,2025-26,2,8,potato,farmer-practice,439.3,18.5,11.4,6.3,78.5,32.34,55.15,4623,10092.18
CSA-0259,Lake-region,2025-26,2,9,sweetpotato,farmer-practice,480.1,29.7,34.7,4.7,130.6,35.54,65.01,6364,8951.88
CSA-0260,Lake-region,2025-26,2,10,potato,farmer-practice,441.3,26.0,89.3,6.4,115.9,40.81,69.25,4100,11260.48
CSA-0261,Lake-region,2025-26,3,1,sweetpotato,improved,433.2,28.3,79.5,5.3,77.8,41.3,73.38,5796,11590.41
CSA-0262,Lake-region,2025-26,3,2,potato,improved,416.7,23.2,3.8,6.8,110.9,29.44,49.08,4316,9423.05
CSA-0263,Lake-region,2025-26,3,3,sweetpotato,improved,471.5,18.6,60.4,6.5,144.0,34.1,57.61,7291,10136.16
CSA-0264,Lake-region,2025-26,3,4,potato,improved,475.8,12.5,22.3,6.7,79.7,18.56,31.05,8792,4699.77
CSA-0265,Lake-region,2025-26,3,5,sweetpotato,improved,495.6,21.8,19.4,6.1,95.4,28.82,49.38,1220,9172.03
CSA-0266,Lake-region,2025-26,3,6,potato,improved,461.7,19.8,43.8,9.6,80.1,32.06,47.82,5713,8291.07
CSA-0267,Lake-region,2025-26,3,7,sweetpotato,improved,470.7,20.3,99.5,8.0,78.6,33.51,53.11,5830,8534.99
CSA-0268,Lake-region,2025-26,3,8,potato,improved,426.9,25.5,64.2,4.9,54.4,37.6,68.03,8401,9467.9
CSA-0269,Lake-region,2025-26,3,9,sweetpotato,improved,461.6,20.4,53.4,7.0,95.3,29.92,49.36,1443,9414.51
CSA-0270,Lake-region,2025-26,3,10,potato,improved,446.7,25.3,46.8,6.6,54.6,33.94,56.99,1025,10259.67
CSA-0271,Lake-region,2025-26,4,1,sweetpotato,farmer-practice,443.9,26.2,28.8,5.9,107.9,33.24,57.52,5778,8937.09
CSA-0272,Lake-region,2025-26,4,2,potato,farmer-practice,458.8,19.9,62.1,6.6,107.2,33.24,55.94,8441,8472.19
CSA-0273,Lake-region,2025-26,4,3,sweetpotato,farmer-practice,407.5,26.8,65.5,6.0,43.6,41.1,70.75,4330,12621.89
CSA-0274,Lake-region,2025-26,4,4,potato,farmer-practice,436.9,21.6,82.6,9.8,138.7,37.93,56.21,8470,9958.56
CSA-0275,Lake-region,2025-26,4,5,sweetpotato,farmer-practice,480.0,21.4,11.9,8.4,59.9,28.52,44.6,5600,7764.75
CSA-0276,Lake-region,2025-26,4,6,potato,farmer-practice,509.5,22.4,32.8,9.2,120.8,33.02,50.04,5626,8892.06
CSA-0277,Lake-region,2025-26,4,7,sweetpotato,farmer-practice,507.9,13.9,20.5,7.8,99.2,26.79,42.91,5882,7561.49
CSA-0278,Lake-region,2025-26,4,8,potato,farmer-practice,430.6,28.8,20.2,7.4,127.3,33.81,55.06,9742,8891.27
CSA-0279,Lake-region,2025-26,4,9,sweetpotato,farmer-practice,492.9,27.6,61.0,7.6,89.7,44.19,71.41,3009,14449.15
CSA-0280,Lake-region,2025-26,4,10,potato,farmer-practice,486.1,21.4,27.2,8.8,157.2,33.55,51.64,2936,9171.43
CSA-0281,Rift-highland,2025-26,1,1,sweetpotato,improved,433.3,16.6,61.3,9.2,123.9,38.88,72.15,4104,12292.06
CSA-0282,Rift-highland,2025-26,1,2,potato,improved,368.0,20.1,1.8,7.0,102.5,26.02,53.74,6356,8009.43
CSA-0283,Rift-highland,2025-26,1,3,sweetpotato,improved,301.7,8.9,42.7,8.5,83.4,29.96,57.34,2034,9375.78
CSA-0284,Rift-highland,2025-26,1,4,potato,improved,360.6,24.5,63.8,8.6,70.5,37.75,71.95,7151,10192.37
CSA-0285,Rift-highland,2025-26,1,5,sweetpotato,improved,353.5,18.6,67.3,10.3,135.7,34.44,60.76,3270,10700.46
CSA-0286,Rift-highland,2025-26,1,6,potato,improved,267.1,11.9,46.6,9.9,89.4,29.79,53.53,8589,9521.75
CSA-0287,Rift-highland,2025-26,1,7,sweetpotato,improved,275.6,33.6,62.5,10.1,112.0,44.55,79.12,8569,11459.43
CSA-0288,Rift-highland,2025-26,1,8,potato,improved,336.7,15.4,51.1,8.5,105.0,29.29,56.07,9015,8564.25
CSA-0289,Rift-highland,2025-26,1,9,sweetpotato,improved,334.2,22.8,62.5,9.0,93.9,38.8,72.42,1068,10087.03
CSA-0290,Rift-highland,2025-26,1,10,potato,improved,317.3,31.7,84.8,9.9,70.3,42.6,76.44,7636,13993.72
CSA-0291,Rift-highland,2025-26,2,1,sweetpotato,farmer-practice,342.5,21.9,23.5,6.4,57.5,30.11,64.12,2955,7597.45
CSA-0292,Rift-highland,2025-26,2,2,potato,farmer-practice,313.5,21.0,40.6,9.1,87.9,36.06,67.01,1730,10440.49
CSA-0293,Rift-highland,2025-26,2,3,sweetpotato,farmer-practice,298.4,21.2,42.7,9.8,128.6,29.8,53.69,8766,8079.65
CSA-0294,Rift-highland,2025-26,2,4,potato,farmer-practice,292.2,24.1,43.7,7.5,109.3,36.18,72.74,8025,11671.61
CSA-0295,Rift-highland,2025-26,2,5,sweetpotato,farmer-practice,316.4,22.4,76.5,10.5,117.6,38.53,67.41,1886,11514.71
CSA-0296,Rift-highland,2025-26,2,6,potato,farmer-practice,316.3,27.4,56.3,11.4,105.2,39.39,66.16,5540,12959.95
CSA-0297,Rift-highland,2025-26,2,7,sweetpotato,farmer-practice,312.5,29.1,42.4,6.5,82.0,33.3,70.3,3349,9829.53
CSA-0298,Rift-highland,2025-26,2,8,potato,farmer-practice,281.0,23.2,54.6,7.9,132.9,35.64,70.27,8917,9293.75
CSA-0299,Rift-highland,2025-26,2,9,sweetpotato,farmer-practice,357.9,16.6,22.9,8.5,98.0,25.99,49.63,8266,7615.12
CSA-0300,Rift-highland,2025-26,2,10,potato,farmer-practice,282.5,13.7,79.3,6.0,128.0,34.92,75.8,6724,9290.11
CSA-0301,Rift-highland,2025-26,3,1,sweetpotato,improved,349.8,30.7,64.6,8.2,95.3,42.8,80,5785,11990.43
CSA-0302,Rift-highland,2025-26,3,2,potato,improved,258.4,15.6,100,8.8,71.7,33.29,62.96,2071,10372.76
CSA-0303,Rift-highland,2025-26,3,3,sweetpotato,improved,357.7,24.9,68.1,8.9,72.1,37.1,69.81,4479,11861.72
CSA-0304,Rift-highland,2025-26,3,4,potato,improved,339.6,30.1,67.4,10.1,46.9,44.98,79.84,5342,13851.65
CSA-0305,Rift-highland,2025-26,3,5,sweetpotato,improved,353.2,29.3,60.1,8.6,82.0,42.93,80,6663,12435.41
CSA-0306,Rift-highland,2025-26,3,6,potato,improved,355.4,17.8,83.9,11.1,45.4,35.8,60.84,3546,11022.99
CSA-0307,Rift-highland,2025-26,3,7,sweetpotato,improved,332.0,14.9,47.3,8.4,140.2,26.45,50.86,3961,8502.02
CSA-0308,Rift-highland,2025-26,3,8,potato,improved,321.5,28.3,89.5,9.9,70.7,42.06,75.46,5219,11585.58
CSA-0309,Rift-highland,2025-26,3,9,sweetpotato,improved,355.2,20.9,56.9,9.4,129.6,37.47,68.73,8531,11098.06
CSA-0310,Rift-highland,2025-26,3,10,potato,improved,316.9,9.2,50.2,9.1,94.2,26.1,48.61,7745,7778.1
CSA-0311,Rift-highland,2025-26,4,1,sweetpotato,farmer-practice,400.9,19.6,50.7,11.3,102.5,35.04,59.13,7698,9733.09
CSA-0312,Rift-highland,2025-26,4,2,potato,farmer-practice,351.2,19.2,43.4,8.2,28.1,33.12,64.43,9243,10887.48
CSA-0313,Rift-highland,2025-26,4,3,sweetpotato,farmer-practice,306.4,20.0,36.9,9.2,75.9,31.68,58.76,1420,9269.57
CSA-0314,Rift-highland,2025-26,4,4,potato,farmer-practice,336.5,29.9,71.0,8.9,80.3,44.04,80,4416,12641.97
CSA-0315,Rift-highland,2025-26,4,5,sweetpotato,farmer-practice,379.5,19.5,46.5,8.5,78.5,37.29,71.51,7374,10835.51
CSA-0316,Rift-highland,2025-26,4,6,potato,farmer-practice,309.4,19.1,54.8,11.6,66.7,34.35,57.3,6797,10015.03
CSA-0317,Rift-highland,2025-26,4,7,sweetpotato,farmer-practice,321.6,24.6,94.9,7.2,109.6,43.35,80,7387,13277.53
CSA-0318,Rift-highland,2025-26,4,8,potato,farmer-practice,333.0,23.9,60.2,10.4,78.5,38.69,67.79,8811,11993.64
CSA-0319,Rift-highland,2025-26,4,9,sweetpotato,farmer-practice,343.9,15.1,72.7,8.6,109.9,32.93,62.86,1548,9920.14
CSA-0320,Rift-highland,2025-26,4,10,potato,farmer-practice,258.7,27.5,45.9,10.2,92.1,42.98,76.19,9451,14063.97
