record_id,country,district_code,survey_round,cluster,enumerator_team,respondent_gender,respondent_age_years,education_band,extension_contacts_year,market_access_score,smartphone_owned,annual_farm_income_usd,technology_adopted,questionnaire_version_digit,post_adoption_sales_usd
VCA-0192,Peru,D-PE-01,2026-baseline,CL-13,TEAM-1,woman,36,primary,5,30.6,0,6093.97,0,5046,0.0
VCA-0193,Kenya,D-KE-02,2026-baseline,CL-14,TEAM-2,man,26,secondary,3,38.9,0,4149.49,0,8164,0.0
VCA-0194,Uganda,D-UG-03,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,50,post-secondary,2,59.1,1,3818.28,1,7345,1781.45
VCA-0195,Peru,D-PE-04,2026-baseline,CL-16,TEAM-4,woman,22,primary,0,32.0,0,5673.78,0,4978,0.0
VCA-0196,Kenya,D-KE-05,2026-baseline,CL-17,TEAM-5,man,61,secondary,4,11.5,1,2301.82,0,6475,0.0
VCA-0197,Uganda,D-UG-06,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,19,post-secondary,0,18.4,1,1737.95,0,2598,0.0
VCA-0198,Peru,D-PE-07,2026-baseline,CL-19,TEAM-1,woman,23,primary,5,66.9,0,5270.46,1,1559,3232.92
VCA-0199,Kenya,D-KE-08,2026-baseline,CL-20,TEAM-2,man,59,secondary,4,46.2,0,2705.94,1,8969,1011.64
VCA-0200,Uganda,D-UG-01,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,30,post-secondary,3,47.8,1,2104.95,1,1622,740.07
VCA-0201,Peru,D-PE-02,2026-baseline,CL-22,TEAM-4,woman,29,primary,4,46.4,0,1678.72,0,8648,0.0
VCA-0202,Kenya,D-KE-03,2026-baseline,CL-23,TEAM-5,man,67,secondary,3,75.8,1,1973.73,1,1088,949.81
VCA-0203,Uganda,D-UG-04,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,33,post-secondary,3,25.6,1,5644.57,1,1760,3480.87
VCA-0204,Peru,D-PE-05,2026-baseline,CL-25,TEAM-1,woman,42,primary,7,51.1,0,3400.28,1,9545,1374.06
VCA-0205,Kenya,D-KE-06,2026-baseline,CL-26,TEAM-2,man,60,secondary,4,42.3,1,2317.7,1,6384,892.82
VCA-0206,Uganda,D-UG-07,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,52,post-secondary,2,28.3,1,4957.18,0,4530,0.0
VCA-0207,Peru,D-PE-08,2026-baseline,CL-28,TEAM-4,woman,19,primary,7,64.0,0,4272.13,0,6607,0.0
VCA-0208,Kenya,D-KE-01,2026-baseline,CL-29,TEAM-5,man,69,secondary,7,53.3,0,2017.49,1,5119,889.75
VCA-0209,Uganda,D-UG-02,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,58,post-secondary,5,85.2,1,4709.53,1,5894,1889.02
VCA-0210,Peru,D-PE-03,2026-baseline,CL-01,TEAM-1,woman,43,primary,8,18.2,0,3324.51,0,8166,0.0
VCA-0211,Kenya,D-KE-04,2026-baseline,CL-02,TEAM-2,man,66,secondary,0,77.1,1,4430.99,1,5513,2453.76
VCA-0212,Uganda,D-UG-05,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,68,post-secondary,5,62.7,1,2174.46,1,9586,768.49
VCA-0213,Peru,D-PE-06,2026-baseline,CL-04,TEAM-4,woman,70,primary,3,57.6,0,4228.58,0,4235,0.0
VCA-0214,Kenya,D-KE-07,2026-baseline,CL-05,TEAM-5,man,40,secondary,0,47.5,1,8368.17,0,7249,0.0
VCA-0215,Uganda,D-UG-08,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,27,post-secondary,2,58.5,0,4387.7,1,6861,2144.0
VCA-0216,Peru,D-PE-01,2026-baseline,CL-07,TEAM-1,woman,39,primary,0,58.0,0,1936.54,0,5053,0.0
VCA-0217,Kenya,D-KE-02,2026-baseline,CL-08,TEAM-2,man,21,secondary,3,56.4,1,4961.68,0,5667,0.0
VCA-0218,Uganda,D-UG-03,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,37,post-secondary,4,43.0,1,7228.78,1,5150,3370.47
VCA-0219,Peru,D-PE-04,2026-baseline,CL-10,TEAM-4,woman,50,primary,0,74.5,0,7180.69,0,6209,0.0
VCA-0220,Kenya,D-KE-05,2026-baseline,CL-11,TEAM-5,man,46,secondary,7,71.0,0,3789.97,1,6370,2323.08
VCA-0221,Uganda,D-UG-06,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,47,post-secondary,0,54.4,0,2537.1,0,1579,0.0
VCA-0222,Peru,D-PE-07,2026-baseline,CL-13,TEAM-1,woman,35,primary,6,69.5,0,2586.34,0,3365,0.0
VCA-0223,Kenya,D-KE-08,2026-baseline,CL-14,TEAM-2,man,34,secondary,7,84.1,0,4553.98,1,3139,1776.81
VCA-0224,Uganda,D-UG-01,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,64,post-secondary,0,38.0,1,2808.74,0,2324,0.0
VCA-0225,Peru,D-PE-02,2026-baseline,CL-16,TEAM-4,woman,67,primary,2,58.4,0,4791.91,0,8950,0.0
VCA-0226,Kenya,D-KE-03,2026-baseline,CL-17,TEAM-5,man,40,secondary,6,54.4,0,4329.94,1,1490,2313.33
VCA-0227,Uganda,D-UG-04,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,72,post-secondary,8,23.0,1,3627.94,1,5168,1233.05
VCA-0228,Peru,D-PE-05,2026-baseline,CL-19,TEAM-1,woman,59,primary,8,61.5,0,3886.98,0,2553,0.0
VCA-0229,Kenya,D-KE-06,2026-baseline,CL-20,TEAM-2,man,69,secondary,5,32.7,0,2088.41,1,2031,748.88
VCA-0230,Uganda,D-UG-07,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,34,post-secondary,3,10.5,1,3113.0,1,6153,1619.58
VCA-0231,Peru,D-PE-08,2026-baseline,CL-22,TEAM-4,woman,32,primary,0,61.3,0,2466.23,0,2278,0.0
VCA-0232,Kenya,D-KE-01,2026-baseline,CL-23,TEAM-5,man,42,secondary,7,69.4,0,8791.42,1,5117,2626.48
VCA-0233,Uganda,D-UG-02,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,44,post-secondary,1,50.4,1,5037.17,0,2331,0.0
VCA-0234,Peru,D-PE-03,2026-baseline,CL-25,TEAM-1,woman,48,primary,2,12.9,0,8767.23,0,3923,0.0
VCA-0235,Kenya,D-KE-04,2026-baseline,CL-26,TEAM-2,man,50,secondary,7,34.9,0,2450.15,0,7183,0.0
VCA-0236,Uganda,D-UG-05,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,33,post-secondary,2,55.8,1,4091.73,1,9326,1179.63
VCA-0237,Peru,D-PE-06,2026-baseline,CL-28,TEAM-4,woman,51,primary,5,9.1,0,2595.18,0,1579,0.0
VCA-0238,Kenya,D-KE-07,2026-baseline,CL-29,TEAM-5,man,22,secondary,4,29.8,0,4660.8,1,7268,1603.16
VCA-0239,Uganda,D-UG-08,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,22,post-secondary,2,40.0,1,4072.04,1,5182,2351.79
VCA-0240,Peru,D-PE-01,2026-baseline,CL-01,TEAM-1,woman,20,primary,5,39.9,1,8436.99,0,2416,0.0
VCA-0241,Kenya,D-KE-02,2026-baseline,CL-02,TEAM-2,man,46,secondary,3,52.6,0,4816.62,1,5401,1933.7
VCA-0242,Uganda,D-UG-03,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,30,post-secondary,6,35.8,1,4909.97,1,9653,1853.14
VCA-0243,Peru,D-PE-04,2026-baseline,CL-04,TEAM-4,woman,30,primary,2,63.8,0,2360.97,0,6288,0.0
VCA-0244,Kenya,D-KE-05,2026-baseline,CL-05,TEAM-5,man,58,secondary,0,56.4,0,3051.0,1,3268,1430.43
VCA-0245,Uganda,D-UG-06,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,72,post-secondary,8,45.0,1,3778.71,1,1907,1185.21
VCA-0246,Peru,D-PE-07,2026-baseline,CL-07,TEAM-1,woman,57,primary,4,78.2,0,7043.06,1,6878,2881.76
VCA-0247,Kenya,D-KE-08,2026-baseline,CL-08,TEAM-2,man,35,secondary,3,36.0,1,4274.52,0,5547,0.0
VCA-0248,Uganda,D-UG-01,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,66,post-secondary,8,44.6,1,1544.35,1,2245,684.43
VCA-0249,Peru,D-PE-02,2026-baseline,CL-10,TEAM-4,woman,65,primary,8,70.8,0,4230.23,1,4778,1297.68
VCA-0250,Kenya,D-KE-03,2026-baseline,CL-11,TEAM-5,man,62,secondary,4,49.9,0,3401.48,1,4091,1209.09
VCA-0251,Uganda,D-UG-04,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,39,post-secondary,0,63.3,0,10216.17,1,4507,5806.75
VCA-0252,Peru,D-PE-05,2026-baseline,CL-13,TEAM-1,woman,51,primary,7,46.7,0,2447.71,0,5026,0.0
VCA-0253,Kenya,D-KE-06,2026-baseline,CL-14,TEAM-2,man,39,secondary,4,39.7,0,1559.32,0,9082,0.0
VCA-0254,Uganda,D-UG-07,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,71,post-secondary,4,26.7,1,3542.22,1,8928,1997.17
VCA-0255,Peru,D-PE-08,2026-baseline,CL-16,TEAM-4,woman,25,primary,3,39.8,0,3589.53,1,2226,1783.34
VCA-0256,Kenya,D-KE-01,2026-baseline,CL-17,TEAM-5,man,72,secondary,3,38.4,0,3476.23,0,1070,0.0
VCA-0257,Uganda,D-UG-02,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,58,post-secondary,7,64.0,1,6995.81,1,4295,2012.56
VCA-0258,Peru,D-PE-03,2026-baseline,CL-19,TEAM-1,woman,28,primary,5,44.1,0,1866.25,0,3891,0.0
VCA-0259,Kenya,D-KE-04,2026-baseline,CL-20,TEAM-2,man,48,secondary,7,28.3,0,4070.28,0,1712,0.0
VCA-0260,Uganda,D-UG-05,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,56,post-secondary,6,64.5,1,3064.43,1,6743,1069.08
VCA-0261,Peru,D-PE-06,2026-baseline,CL-22,TEAM-4,woman,24,primary,3,51.6,0,7249.74,0,6930,0.0
VCA-0262,Kenya,D-KE-07,2026-baseline,CL-23,TEAM-5,man,61,secondary,8,43.7,0,1386.22,1,8006,407.16
VCA-0263,Uganda,D-UG-08,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,56,post-secondary,1,48.4,1,2135.14,1,8136,1130.84
VCA-0264,Peru,D-PE-01,2026-baseline,CL-25,TEAM-1,woman,64,primary,6,71.8,0,4329.11,0,9672,0.0
VCA-0265,Kenya,D-KE-02,2026-baseline,CL-26,TEAM-2,man,29,secondary,4,70.9,1,4548.58,1,3497,1304.09
VCA-0266,Uganda,D-UG-03,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,38,post-secondary,6,26.5,1,3302.83,1,7999,1600.65
VCA-0267,Peru,D-PE-04,2026-baseline,CL-28,TEAM-4,woman,29,primary,2,43.0,0,5722.18,0,7745,0.0
VCA-0268,Kenya,D-KE-05,2026-baseline,CL-29,TEAM-5,man,25,secondary,2,33.1,0,7558.13,0,7974,0.0
VCA-0269,Uganda,D-UG-06,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,39,post-secondary,7,83.7,1,3234.94,1,3388,1868.83
VCA-0270,Peru,D-PE-07,2026-baseline,CL-01,TEAM-1,woman,25,primary,6,38.7,1,2994.75,0,4091,0.0
VCA-0271,Kenya,D-KE-08,2026-baseline,CL-02,TEAM-2,man,46,secondary,2,20.4,1,3990.78,0,7518,0.0
VCA-0272,Uganda,D-UG-01,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,26,post-secondary,5,42.9,1,4007.24,0,6357,0.0
VCA-0273,Peru,D-PE-02,2026-baseline,CL-04,TEAM-4,woman,54,primary,7,35.2,0,2799.12,1,7454,1386.37
VCA-0274,Kenya,D-KE-03,2026-baseline,CL-05,TEAM-5,man,23,secondary,3,77.5,0,5080.72,1,9803,2124.57
VCA-0275,Uganda,D-UG-04,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,72,post-secondary,6,89.5,1,5115.13,1,8719,3118.79
VCA-0276,Peru,D-PE-05,2026-baseline,CL-07,TEAM-1,woman,44,primary,2,48.7,0,4685.01,0,6395,0.0
VCA-0277,Kenya,D-KE-06,2026-baseline,CL-08,TEAM-2,man,27,secondary,6,58.9,0,2281.9,1,7133,876.62
VCA-0278,Uganda,D-UG-07,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,35,post-secondary,8,31.2,1,3571.0,1,3564,2164.59
VCA-0279,Peru,D-PE-08,2026-baseline,CL-10,TEAM-4,woman,63,primary,0,22.4,0,4000.22,0,2190,0.0
VCA-0280,Kenya,D-KE-01,2026-baseline,CL-11,TEAM-5,man,70,secondary,2,48.5,1,3028.21,0,4595,0.0
VCA-0281,Uganda,D-UG-02,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,44,post-secondary,1,41.0,0,4316.27,1,4434,2353.03
VCA-0282,Peru,D-PE-03,2026-baseline,CL-13,TEAM-1,woman,53,primary,2,46.2,0,6430.79,0,8503,0.0
VCA-0283,Kenya,D-KE-04,2026-baseline,CL-14,TEAM-2,man,57,secondary,0,49.6,1,2790.77,0,9333,0.0
VCA-0284,Uganda,D-UG-05,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,45,post-secondary,1,5,1,1607.03,1,8019,462.27
VCA-0285,Peru,D-PE-06,2026-baseline,CL-16,TEAM-4,woman,50,primary,1,58.9,0,3570.7,0,3791,0.0
VCA-0286,Kenya,D-KE-07,2026-baseline,CL-17,TEAM-5,man,27,secondary,7,64.8,0,3892.45,1,5553,1973.93
VCA-0287,Uganda,D-UG-08,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,68,post-secondary,1,34.9,1,4678.37,0,5026,0.0
VCA-0288,Peru,D-PE-01,2026-baseline,CL-19,TEAM-1,woman,71,primary,0,49.0,1,2128.54,0,5673,0.0
VCA-0289,Kenya,D-KE-02,2026-baseline,CL-20,TEAM-2,man,56,secondary,1,64.9,0,3576.45,1,4466,1958.54
VCA-0290,Uganda,D-UG-03,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,55,post-secondary,3,33.6,1,4839.59,1,6221,1557.28
VCA-0291,Peru,D-PE-04,2026-baseline,CL-22,TEAM-4,woman,64,primary,8,91.9,0,5081.08,1,3605,2027.78
VCA-0292,Kenya,D-KE-05,2026-baseline,CL-23,TEAM-5,man,42,secondary,8,29.2,0,5557.22,1,1136,2312.75
VCA-0293,Uganda,D-UG-06,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,48,post-secondary,1,22.2,1,2130.81,0,8696,0.0
VCA-0294,Peru,D-PE-07,2026-baseline,CL-25,TEAM-1,woman,61,primary,5,60.8,0,2530.97,0,8500,0.0
VCA-0295,Kenya,D-KE-08,2026-baseline,CL-26,TEAM-2,man,54,secondary,5,33.3,1,3816.24,0,1355,0.0
VCA-0296,Uganda,D-UG-01,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,31,post-secondary,1,73.5,1,6097.37,1,3585,3460.31
VCA-0297,Peru,D-PE-02,2026-baseline,CL-28,TEAM-4,woman,51,primary,0,41.8,0,2092.26,0,5217,0.0
VCA-0298,Kenya,D-KE-03,2026-baseline,CL-29,TEAM-5,man,49,secondary,7,75.7,0,3663.98,1,5354,1335.41
VCA-0299,Uganda,D-UG-04,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,72,post-secondary,8,34.2,1,3130.11,1,4242,1905.48
VCA-0300,Peru,D-PE-05,2026-baseline,CL-01,TEAM-1,woman,21,primary,2,55.0,1,1012.13,1,9921,363.34
VCA-0301,Kenya,D-KE-06,2026-baseline,CL-02,TEAM-2,man,34,secondary,7,55.0,0,2834.99,1,2280,1749.19
VCA-0302,Uganda,D-UG-07,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,36,post-secondary,8,67.1,1,2978.59,1,3071,1669.23
VCA-0303,Peru,D-PE-08,2026-baseline,CL-04,TEAM-4,woman,36,primary,7,38.6,0,2742.24,1,3598,1349.85
VCA-0304,Kenya,D-KE-01,2026-baseline,CL-05,TEAM-5,man,68,secondary,3,91.7,0,2026.13,1,6645,788.94
VCA-0305,Uganda,D-UG-02,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,30,post-secondary,4,32.2,1,5637.99,1,9842,3018.65
VCA-0306,Peru,D-PE-03,2026-baseline,CL-07,TEAM-1,woman,61,primary,5,56.2,0,1934.13,1,6371,735.23
VCA-0307,Kenya,D-KE-04,2026-baseline,CL-08,TEAM-2,man,21,secondary,6,69.9,1,1643.42,1,2296,932.93
VCA-0308,Uganda,D-UG-05,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,37,post-secondary,7,98.6,1,4372.98,1,7234,1395.44
VCA-0309,Peru,D-PE-06,2026-baseline,CL-10,TEAM-4,woman,40,primary,3,5,0,4631.17,0,5021,0.0
VCA-0310,Kenya,D-KE-07,2026-baseline,CL-11,TEAM-5,man,47,secondary,1,66.7,1,5162.91,1,3913,3011.82
VCA-0311,Uganda,D-UG-08,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,62,post-secondary,5,38.5,0,3336.5,1,8334,1922.28
VCA-0312,Peru,D-PE-01,2026-baseline,CL-13,TEAM-1,woman,54,primary,0,21.3,1,9589.34,0,9165,0.0
VCA-0313,Kenya,D-KE-02,2026-baseline,CL-14,TEAM-2,man,49,secondary,8,51.5,1,4376.63,1,3488,1242.93
VCA-0314,Uganda,D-UG-03,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,25,post-secondary,1,32.2,1,4659.08,1,9424,2411.67
VCA-0315,Peru,D-PE-04,2026-baseline,CL-16,TEAM-4,woman,49,primary,5,51.1,0,3041.72,0,8769,0.0
VCA-0316,Kenya,D-KE-05,2026-baseline,CL-17,TEAM-5,man,20,secondary,3,63.0,0,3795.65,1,9661,1101.88
VCA-0317,Uganda,D-UG-06,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,35,post-secondary,7,67.2,1,3285.5,1,4633,937.97
VCA-0318,Peru,D-PE-07,2026-baseline,CL-19,TEAM-1,woman,29,primary,0,72.4,0,5177.57,0,4199,0.0
VCA-0319,Kenya,D-KE-08,2026-baseline,CL-20,TEAM-2,man,46,secondary,3,68.8,0,5518.3,0,3961,0.0
VCA-0320,Uganda,D-UG-01,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,23,post-secondary,0,95.6,1,2337.24,1,1747,746.76
VCA-0321,Peru,D-PE-02,2026-baseline,CL-22,TEAM-4,woman,59,primary,8,48.2,0,1688.07,0,8501,0.0
VCA-0322,Kenya,D-KE-03,2026-baseline,CL-23,TEAM-5,man,71,secondary,6,95.0,1,4908.85,1,4302,2467.97
VCA-0323,Uganda,D-UG-04,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,51,post-secondary,1,66.8,1,2324.76,1,8397,1297.76
VCA-0324,Peru,D-PE-05,2026-baseline,CL-25,TEAM-1,woman,55,primary,2,55.0,0,2879.04,0,1515,0.0
VCA-0325,Kenya,D-KE-06,2026-baseline,CL-26,TEAM-2,man,32,secondary,1,28.9,1,4995.16,0,9939,0.0
VCA-0326,Uganda,D-UG-07,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,26,post-secondary,1,74.4,0,2143.63,1,5172,699.21
VCA-0327,Peru,D-PE-08,2026-baseline,CL-28,TEAM-4,woman,35,primary,0,35.8,0,4356.32,0,1504,0.0
VCA-0328,Kenya,D-KE-01,2026-baseline,CL-29,TEAM-5,man,36,secondary,3,27.5,1,2607.9,1,1143,1223.86
VCA-0329,Uganda,D-UG-02,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,31,post-secondary,3,61.8,1,1356.75,1,3221,410.78
VCA-0330,Peru,D-PE-03,2026-baseline,CL-01,TEAM-1,woman,33,primary,7,52.4,0,8781.07,1,9720,3618.0
VCA-0331,Kenya,D-KE-04,2026-baseline,CL-02,TEAM-2,man,34,secondary,1,50.2,0,5608.25,0,7689,0.0
VCA-0332,Uganda,D-UG-05,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,45,post-secondary,2,74.2,1,3439.24,0,2475,0.0
VCA-0333,Peru,D-PE-06,2026-baseline,CL-04,TEAM-4,woman,36,primary,4,68.2,0,2334.61,0,5383,0.0
VCA-0334,Kenya,D-KE-07,2026-baseline,CL-05,TEAM-5,man,48,secondary,6,56.7,0,6973.19,1,1833,3141.7
VCA-0335,Uganda,D-UG-08,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,65,post-secondary,1,78.7,1,11714.92,1,1620,5939.1
VCA-0336,Peru,D-PE-01,2026-baseline,CL-07,TEAM-1,woman,40,primary,8,20.6,0,4704.34,1,2534,1915.11
VCA-0337,Kenya,D-KE-02,2026-baseline,CL-08,TEAM-2,man,57,secondary,1,75.1,0,3272.04,1,6466,1037.9
VCA-0338,Uganda,D-UG-03,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,48,post-secondary,5,41.7,1,2583.75,1,5117,915.4
VCA-0339,Peru,D-PE-04,2026-baseline,CL-10,TEAM-4,woman,29,primary,7,43.1,0,1484.3,1,5290,642.87
VCA-0340,Kenya,D-KE-05,2026-baseline,CL-11,TEAM-5,man,45,secondary,2,66.4,0,2488.18,1,6528,914.13
VCA-0341,Uganda,D-UG-06,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,32,post-secondary,8,77.0,0,4185.53,1,1510,1788.47
VCA-0342,Peru,D-PE-07,2026-baseline,CL-13,TEAM-1,woman,55,primary,4,57.0,0,2863.78,1,8028,1681.83
VCA-0343,Kenya,D-KE-08,2026-baseline,CL-14,TEAM-2,man,41,secondary,4,55.0,0,7669.6,0,4220,0.0
VCA-0344,Uganda,D-UG-01,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,42,post-secondary,5,62.8,1,7420.65,1,2299,3651.12
VCA-0345,Peru,D-PE-02,2026-baseline,CL-16,TEAM-4,woman,58,primary,8,91.2,0,2080.75,1,1204,966.49
VCA-0346,Kenya,D-KE-03,2026-baseline,CL-17,TEAM-5,man,57,secondary,0,67.4,0,2771.61,0,3473,0.0
VCA-0347,Uganda,D-UG-04,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,30,post-secondary,8,79.0,1,6556.38,1,9767,3741.73
VCA-0348,Peru,D-PE-05,2026-baseline,CL-19,TEAM-1,woman,53,primary,7,62.2,0,6097.25,0,4627,0.0
VCA-0349,Kenya,D-KE-06,2026-baseline,CL-20,TEAM-2,man,42,secondary,6,47.8,1,2636.1,0,4013,0.0
VCA-0350,Uganda,D-UG-07,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,53,post-secondary,3,64.0,1,5226.4,1,7366,1769.49
VCA-0351,Peru,D-PE-08,2026-baseline,CL-22,TEAM-4,woman,43,primary,1,42.3,0,3544.91,1,5051,2161.92
VCA-0352,Kenya,D-KE-01,2026-baseline,CL-23,TEAM-5,man,70,secondary,0,42.8,1,3386.96,0,6993,0.0
VCA-0353,Uganda,D-UG-02,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,36,post-secondary,3,67.5,1,5566.65,1,3779,3090.36
VCA-0354,Peru,D-PE-03,2026-baseline,CL-25,TEAM-1,woman,62,primary,7,49.6,0,5256.35,1,5754,3181.19
VCA-0355,Kenya,D-KE-04,2026-baseline,CL-26,TEAM-2,man,23,secondary,6,64.1,1,3955.08,1,8560,1515.09
VCA-0356,Uganda,D-UG-05,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,57,post-secondary,2,46.8,1,6600.3,0,8453,0.0
VCA-0357,Peru,D-PE-06,2026-baseline,CL-28,TEAM-4,woman,30,primary,8,74.1,0,9803.56,1,6603,5662.93
VCA-0358,Kenya,D-KE-07,2026-baseline,CL-29,TEAM-5,man,67,secondary,5,34.5,1,3918.2,1,3216,1765.34
VCA-0359,Uganda,D-UG-08,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,45,post-secondary,1,45.2,1,3409.32,1,3850,2094.08
VCA-0360,Peru,D-PE-01,2026-baseline,CL-01,TEAM-1,woman,36,primary,2,32.3,1,1483.55,0,3570,0.0
VCA-0361,Kenya,D-KE-02,2026-baseline,CL-02,TEAM-2,man,27,secondary,5,58.9,1,1442.8,0,4272,0.0
VCA-0362,Uganda,D-UG-03,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,41,post-secondary,3,52.6,1,2627.15,1,8135,1130.45
VCA-0363,Peru,D-PE-04,2026-baseline,CL-04,TEAM-4,woman,34,primary,7,44.4,1,4259.48,1,8916,2461.49
VCA-0364,Kenya,D-KE-05,2026-baseline,CL-05,TEAM-5,man,51,secondary,5,18.2,0,3415.76,1,7609,1993.95
VCA-0365,Uganda,D-UG-06,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,41,post-secondary,3,10.5,1,3355.79,1,3428,1392.03
VCA-0366,Peru,D-PE-07,2026-baseline,CL-07,TEAM-1,woman,55,primary,1,23.1,0,8235.55,0,4556,0.0
VCA-0367,Kenya,D-KE-08,2026-baseline,CL-08,TEAM-2,man,22,secondary,6,70.2,1,2114.04,1,5256,877.14
VCA-0368,Uganda,D-UG-01,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,30,post-secondary,2,72.4,1,5708.99,1,5410,2053.44
VCA-0369,Peru,D-PE-02,2026-baseline,CL-10,TEAM-4,woman,56,primary,3,62.0,0,3831.16,0,3658,0.0
VCA-0370,Kenya,D-KE-03,2026-baseline,CL-11,TEAM-5,man,56,secondary,1,42.9,0,2021.12,1,2614,632.39
VCA-0371,Uganda,D-UG-04,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,54,post-secondary,3,76.5,1,2975.82,1,4243,1012.46
VCA-0372,Peru,D-PE-05,2026-baseline,CL-13,TEAM-1,woman,23,primary,2,39.6,0,3766.27,0,9897,0.0
VCA-0373,Kenya,D-KE-06,2026-baseline,CL-14,TEAM-2,man,63,secondary,4,67.4,0,4566.02,1,9355,1568.91
VCA-0374,Uganda,D-UG-07,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,42,post-secondary,7,76.5,1,3318.55,1,2713,1464.52
VCA-0375,Peru,D-PE-08,2026-baseline,CL-16,TEAM-4,woman,24,primary,0,90.8,0,4755.89,1,8818,1880.25
VCA-0376,Kenya,D-KE-01,2026-baseline,CL-17,TEAM-5,man,43,secondary,3,45.1,0,8067.5,0,3358,0.0
VCA-0377,Uganda,D-UG-02,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,36,post-secondary,8,24.1,1,2412.87,1,1896,753.76
VCA-0378,Peru,D-PE-03,2026-baseline,CL-19,TEAM-1,woman,23,primary,4,62.8,0,1617.76,0,4409,0.0
VCA-0379,Kenya,D-KE-04,2026-baseline,CL-20,TEAM-2,man,58,secondary,7,97.1,0,5137.82,1,7193,2569.64
VCA-0380,Uganda,D-UG-05,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,66,post-secondary,7,49.8,1,2393.5,1,5974,701.67
VCA-0381,Peru,D-PE-06,2026-baseline,CL-22,TEAM-4,woman,28,primary,6,62.0,0,5793.05,0,5299,0.0
VCA-0382,Kenya,D-KE-07,2026-baseline,CL-23,TEAM-5,man,54,secondary,3,59.4,1,6058.13,1,5594,2781.83
VCA-0383,Uganda,D-UG-08,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,60,post-secondary,0,13.0,1,2873.97,0,6863,0.0
